,Crime_Type,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Public_Complaints,Location,Ride_Duration_Minutes,Ride_Fare_INR,Ride_Surge_Pricing_Factor,Driver_Rating,Ride_Cancellation_Status,Weather_Temperature_C,Weather_Visibility_KM,Weather_Humidity_%,Weather_Wind_Speed_KMH,Weather_Condition,Road_Accidents_Reported,Nearby_CCTV_Cameras,Time_of_Day,Num_Police_Stations_Nearby
3819,Theft,7.0,30,1,1,8,Karol Bagh,100,1313.591888605172,1.0,3.2,Completed,24.67330099380999,9.246060223991936,71,21,Sunny,4,5,Morning,2
3820,Theft,9.0,11,0,1,7,Juhu,98,1302.9498512266475,1.5,4.3,Completed,19.6407961630521,2.4658063123170626,30,38,Rainy,4,9,Afternoon,4
3821,Harassment,9.0,23,1,1,7,Connaught Place,6,1170.1913329482177,1.2,4.7,Completed,,6.497129050954488,25,12,Rainy,4,7,Morning,1
3822,Burglary,4.0,46,1,1,5,Dadar,58,650.4560300378744,1.0,3.8,Completed,14.375808644061346,4.115789202350839,88,33,Cloudy,1,3,Morning,2
3823,Harassment,4.0,28,1,1,7,Colaba,12,1189.6602002166194,1.2,4.6,Completed,36.477815848132735,5.706786188989134,43,10,Sunny,4,3,Afternoon,4
3824,Harassment,4.0,29,1,0,3,Juhu,37,612.3917034249353,2.0,1.7,Completed,32.72307939354628,3.1738408699402263,85,19,Rainy,1,3,Night,0
3825,Assault,3.0,57,1,1,1,Dadar,50,1012.899611303367,2.0,3.0,Completed,18.62772406123661,4.370539408756162,54,35,Cloudy,1,3,Evening,2
3826,Assault,8.0,52,1,1,6,Colaba,46,872.7708021383702,1.5,2.5,Cancelled,42.4451091032263,5.282760646689783,21,49,Cloudy,3,7,Afternoon,2
3827,Burglary,5.0,15,1,1,3,Dwarka,98,485.0357670869256,1.2,2.3,Completed,,5.267964808770575,31,34,Sunny,4,2,Morning,1
3828,Fraud,7.0,45,1,1,9,Dwarka,67,706.6735037615534,1.5,1.9,Completed,19.42458409705519,9.944141238864743,21,24,Foggy,1,0,Evening,1
3829,Assault,10.0,58,1,1,9,Juhu,113,1254.0245509531578,1.2,4.6,Completed,21.55307551694669,8.619896921741946,69,30,Sunny,1,4,Morning,4
3830,Fraud,6.0,3,0,1,5,Andheri,110,1373.4915718333557,1.2,2.8,Completed,16.46637728725958,1.898616877611132,54,24,Sunny,1,0,Morning,3
3831,Theft,9.0,9,1,0,0,Connaught Place,113,347.6783721220465,2.0,3.1,Completed,32.48955970931628,9.625662255983157,24,28,Rainy,4,5,Evening,0
3832,Assault,3.0,8,1,1,3,Connaught Place,96,711.5114742477023,1.0,2.1,Completed,34.539809735520755,5.897473143349996,78,44,Cloudy,2,4,Evening,4
3833,Assault,6.0,47,1,1,3,Andheri,81,678.5830593227603,1.0,4.9,Completed,23.855838820373037,6.29318773354095,52,20,Cloudy,4,5,Afternoon,4
3834,Burglary,3.0,55,1,1,1,Karol Bagh,92,759.0721809519982,2.0,3.4,Completed,35.8005545941045,3.122814756304072,73,8,Foggy,4,4,Evening,1
3835,Fraud,2.0,33,1,1,7,Saket,37,,2.0,1.0,Completed,44.70483280315241,3.378524967342544,96,38,Foggy,2,2,Evening,4
3836,Assault,3.0,34,1,1,3,Dadar,73,802.1766440533333,1.2,2.1,Completed,31.418187256494992,1.810028641144921,50,7,Cloudy,4,9,Morning,0
3837,Assault,2.0,9,0,1,9,Karol Bagh,116,1253.6111978888134,1.0,5.0,Completed,32.72493495160012,8.381260918318207,38,7,Sunny,3,9,Evening,2
3838,Burglary,2.0,53,1,1,3,Connaught Place,74,1012.7087572722818,1.5,4.9,Cancelled,23.084483494868863,5.092005243034766,44,42,Rainy,3,8,Night,3
3839,Burglary,10.0,17,0,0,5,Saket,8,205.4268074889289,1.5,3.2,Completed,10.370522431747968,1.4269391342580495,82,5,Sunny,4,0,Morning,3
3840,Fraud,7.0,41,1,0,3,Saket,110,1058.7023615859796,1.0,3.3,Completed,43.38724792080217,4.720899965609915,54,16,Foggy,3,6,Night,2
3841,Theft,10.0,1,1,1,0,Colaba,111,988.235788812696,1.0,4.6,Completed,37.032064688962606,3.7347556336088905,72,23,Cloudy,1,2,Evening,1
3842,Theft,3.0,40,0,1,2,Dwarka,62,1149.7798973133504,1.0,3.8,Completed,34.34488441958326,7.055399012309539,56,39,Foggy,0,1,Evening,4
3843,Harassment,8.0,5,0,1,7,Colaba,102,157.9503563419471,1.2,4.7,Completed,11.043369487422682,2.272502202028081,62,9,Rainy,4,5,Morning,3
3844,Assault,2.0,30,1,1,1,Lajpat Nagar,33,399.8959619463143,2.0,2.9,Completed,36.56542507345676,9.385322370087462,22,47,Foggy,2,2,Evening,1
3845,Fraud,7.0,11,1,1,7,Andheri,25,1165.4686001423695,2.0,4.9,Completed,33.45294850602814,7.921016589495332,70,43,Foggy,1,7,Morning,4
3846,Assault,3.0,28,0,1,5,Bandra,30,587.39316072006,1.2,3.2,Completed,29.911714202522692,4.219350139876484,66,14,Sunny,2,6,Night,3
3847,Fraud,9.0,38,1,1,8,Connaught Place,100,1370.6874873920087,1.5,3.6,Completed,31.826024836949625,2.2874497158125715,77,14,Sunny,2,7,Night,3
3848,Fraud,7.0,17,1,1,1,Dadar,90,800.6220930032199,1.2,1.3,Completed,42.14281527055362,7.791312417353152,22,41,Cloudy,0,3,Afternoon,2
3849,Fraud,9.0,50,1,1,0,Andheri,45,514.8934367591975,1.0,3.4,Completed,10.23416381273082,1.6264744764164163,90,40,Foggy,3,5,Night,1
3850,Assault,2.0,23,1,1,1,Juhu,82,1063.3121462406298,2.0,4.1,Completed,15.494025677736923,1.3300151220402523,96,39,Cloudy,2,5,Afternoon,0
3851,Burglary,6.0,18,1,1,4,Colaba,38,794.5227583313822,2.0,2.8,Completed,41.316501890388935,6.958751711689799,76,29,Cloudy,4,7,Afternoon,3
3852,Assault,5.0,37,0,1,6,Bandra,105,509.7868159806627,1.2,3.0,Completed,10.28737332762426,2.4027509077924463,43,35,Rainy,4,8,Morning,4
3853,Fraud,2.0,27,0,1,6,Dwarka,48,79.63901268465457,2.0,2.6,Cancelled,41.62726500076796,6.609255633548718,88,48,Rainy,1,5,Evening,1
3854,Harassment,4.0,25,1,1,8,Andheri,5,338.18203701668256,1.2,4.9,Completed,11.037114814647977,3.87545509083419,42,40,Foggy,1,9,Morning,3
3855,Theft,4.0,5,0,1,4,Dadar,36,2843.11181574733,2.0,2.9,Completed,37.27682251512451,1.4107203531642996,63,23,Rainy,2,4,Evening,0
3856,Fraud,8.0,19,1,1,8,Lajpat Nagar,36,895.1385094092362,1.2,1.5,Completed,41.18231238986778,6.432504987789797,73,11,Foggy,0,9,Morning,0
3857,Harassment,7.0,27,0,1,7,Dwarka,55,1165.853329736222,1.0,1.1,Completed,31.43845404947968,6.6407751616489685,46,13,Foggy,3,8,Night,3
3858,Burglary,5.0,13,0,1,7,Bandra,28,390.1793043799461,1.2,4.1,Completed,32.450436846195885,5.631411866273539,82,29,Sunny,0,3,Morning,2
3859,Fraud,9.0,54,0,1,4,Dwarka,48,1061.698544629945,2.0,3.2,Completed,11.76973061753876,3.814289078368528,37,27,Sunny,0,9,Night,3
3860,Harassment,1.0,7,1,0,4,Karol Bagh,89,1354.745174904759,1.2,1.0,Completed,,9.181754985324424,59,17,Cloudy,1,0,Morning,3
3861,Fraud,4.0,26,1,1,1,Karol Bagh,80,951.2997309495948,1.2,2.5,Completed,41.48151223392848,6.962249449759007,89,46,Rainy,3,8,Afternoon,4
3862,Assault,5.0,14,0,0,3,Saket,88,1174.68905766096,2.0,4.7,Completed,38.8300607924122,5.766565344037406,89,15,Cloudy,2,4,Night,4
3863,Harassment,8.0,27,1,1,4,Saket,41,346.13568300433343,1.0,4.8,Completed,12.084168626793884,5.0698378540060265,36,39,Rainy,0,6,Morning,2
3864,Assault,3.0,58,1,1,3,Connaught Place,88,158.66085682838502,1.2,1.2,Cancelled,38.454478885092165,8.508682702960794,72,28,Foggy,2,9,Night,4
3865,Assault,5.0,59,1,1,6,Andheri,70,579.8123118022453,1.5,1.5,Cancelled,24.82195775713175,9.631986671670234,55,38,Sunny,1,5,Morning,3
3866,Harassment,3.0,8,0,1,5,Bandra,18,1078.060041064928,1.5,1.0,Completed,29.62529336780112,5.793838120153065,83,49,Sunny,2,2,Evening,2
3867,Theft,7.0,31,0,1,6,Saket,21,1044.8429545068768,1.0,4.5,Completed,13.794191029035506,0.9695046004716998,98,19,Cloudy,4,6,Night,4
3868,Harassment,10.0,35,1,1,7,Lajpat Nagar,92,,1.0,1.3,Completed,23.952541369752232,5.166758933152982,71,15,Sunny,3,6,Afternoon,4
3869,Theft,3.0,27,1,1,1,Andheri,98,,2.0,1.4,Completed,25.221867988996696,6.632385539554441,44,23,Foggy,0,6,Evening,3
3870,Fraud,7.0,4,1,1,8,Saket,19,646.3624684399217,2.0,1.9,Completed,33.43209208467558,8.26656714880427,63,32,Cloudy,1,9,Evening,2
3871,Fraud,2.0,42,1,1,1,Andheri,65,1205.8405686467445,1.2,4.7,Completed,33.01373561689654,3.449897701745258,59,42,Sunny,2,2,Afternoon,4
3872,Harassment,7.0,4,0,0,2,Saket,53,271.948471879081,1.0,3.8,Completed,29.210606812589383,6.926705021438777,88,18,Sunny,1,2,Night,1
3873,Fraud,9.0,18,1,1,8,Colaba,102,1228.882390605147,1.2,3.5,Completed,11.100609535749175,0.9395506257209588,63,11,Rainy,4,1,Night,3
3874,Burglary,5.0,23,1,1,2,Dadar,12,580.5991753593024,2.0,4.1,Completed,15.652537269564686,3.8387341902246814,67,36,Sunny,1,4,Night,1
3875,Assault,6.0,32,1,1,2,Lajpat Nagar,110,273.3145130822518,1.2,3.8,Cancelled,15.609421044295004,3.3400722192338046,76,5,Rainy,3,4,Morning,0
3876,Assault,10.0,12,1,1,8,Karol Bagh,7,285.1039048557541,1.2,4.0,Completed,41.07063513903476,1.313151426503154,61,26,Rainy,3,3,Evening,4
3877,Theft,3.0,52,1,1,6,Dwarka,79,1476.2163681793188,1.2,1.3,Cancelled,41.55983862969085,7.168481079407805,54,37,Rainy,3,9,Afternoon,1
3878,Fraud,10.0,20,1,1,0,Saket,31,,1.0,3.4,Completed,38.22743891966046,4.000410730099869,30,16,Foggy,4,8,Afternoon,0
3879,Theft,5.0,47,0,1,9,Colaba,13,302.6836617670177,1.5,4.0,Completed,16.120777972939116,2.569949514237394,47,33,Cloudy,3,1,Morning,3
3880,Assault,5.0,45,0,1,1,Saket,19,439.4156801149201,1.0,3.3,Completed,39.405306836489984,1.89768967049153,63,37,Cloudy,4,0,Morning,1
3881,Assault,3.0,12,1,1,4,Bandra,36,589.5156651828363,1.2,1.0,Completed,16.565803776080173,9.085062475466035,39,37,Rainy,0,9,Afternoon,2
3882,Fraud,8.0,8,1,1,2,Karol Bagh,15,131.05423186667036,2.0,1.8,Completed,29.412074389960303,1.81835120494601,21,26,Sunny,4,8,Evening,3
3883,Burglary,6.0,54,0,1,6,Bandra,7,207.20278879938476,1.5,4.9,Completed,35.68567242209536,8.724001800163693,52,10,Cloudy,2,3,Afternoon,3
3884,Burglary,3.0,22,0,1,1,Dwarka,30,1154.543726878172,1.2,3.8,Cancelled,11.804635190944897,5.437161932498398,55,35,Sunny,3,3,Morning,2
3885,Fraud,1.0,27,1,1,1,Saket,11,1190.9672559501669,1.2,3.8,Completed,30.927526027021703,0.7958376846696795,29,49,Cloudy,1,9,Evening,3
3886,Fraud,10.0,41,1,1,3,Bandra,96,1482.9401864786328,2.0,3.6,Completed,18.7896732204621,9.603290415627026,79,24,Cloudy,4,7,Evening,0
3887,Theft,1.0,52,1,1,5,Saket,59,148.01475875337243,1.2,1.5,Completed,27.42497660043184,5.75406261759449,64,20,Rainy,0,6,Afternoon,4
3888,Fraud,10.0,41,1,1,7,Karol Bagh,43,1339.317396850622,1.2,1.0,Completed,23.43657901728387,3.517339196846489,77,37,Foggy,2,0,Morning,3
3889,Burglary,2.0,17,0,0,7,Connaught Place,8,509.9632661839233,1.5,2.8,Completed,34.03024721041763,3.048152726931325,44,15,Sunny,0,9,Morning,1
3890,Fraud,10.0,59,1,1,4,Connaught Place,34,525.3833493319908,1.0,2.8,Cancelled,27.12166160947364,3.5136254708241244,54,38,Sunny,0,2,Night,3
3891,Theft,5.0,57,1,1,2,Dwarka,42,234.55926522666357,2.0,4.2,Completed,20.557058024682405,2.5410865695046985,53,41,Rainy,2,9,Afternoon,2
3892,Theft,7.0,32,0,1,3,Juhu,55,1480.1352565698717,2.0,1.7,Completed,41.86255605231492,2.832343790954424,27,41,Rainy,3,5,Night,1
3893,Theft,1.0,33,1,1,0,Karol Bagh,82,1472.4343935175764,2.0,2.1,Completed,43.56687679295212,4.101456212040732,85,32,Foggy,1,5,Evening,2
3894,Theft,1.0,31,1,1,2,Juhu,40,,1.0,1.3,Completed,38.06676769968085,5.446132899145733,77,10,Rainy,2,5,Night,3
3895,Harassment,4.0,55,0,0,9,Lajpat Nagar,99,181.63112563559292,1.0,2.6,Completed,30.32593485965732,7.394058239962503,28,48,Rainy,3,5,Morning,0
3896,Fraud,10.0,6,1,1,6,Lajpat Nagar,119,,1.5,2.0,Cancelled,40.95401700513258,3.3795258742292105,64,5,Sunny,3,7,Night,1
3897,Assault,6.0,39,1,1,9,Andheri,87,970.1902900425702,1.5,2.1,Completed,31.058565144595267,1.7844607139942643,41,41,Cloudy,4,6,Afternoon,3
3898,Fraud,9.0,9,1,1,1,Colaba,117,236.72439663371009,2.0,2.0,Completed,15.209053332128052,0.6955182536299926,33,26,Rainy,3,2,Evening,3
3899,Harassment,1.0,42,0,1,1,Bandra,64,429.5487480073696,1.0,1.9,Completed,10.609958183534346,4.035084178521415,71,37,Cloudy,2,3,Afternoon,2
3900,Theft,10.0,32,1,1,2,Andheri,55,1049.3749906723906,1.5,2.3,Completed,35.40700984536508,8.013738785091403,67,22,Sunny,3,2,Evening,3
3901,Harassment,5.0,36,0,1,6,Andheri,80,1214.989122852103,1.2,3.1,Completed,36.33699001314504,3.624183694034768,94,42,Cloudy,4,8,Evening,0
3902,Burglary,9.0,16,0,1,3,Connaught Place,53,1279.7262166658877,1.0,2.8,Completed,42.40390954721409,2.563020594440624,70,33,Rainy,4,4,Morning,1
3903,Burglary,8.0,12,1,1,9,Bandra,19,838.5538495354325,1.2,1.3,Cancelled,38.84831307168445,9.160409404214953,32,43,Foggy,1,8,Morning,3
3904,Fraud,7.0,41,1,1,5,Colaba,77,825.1988790931584,1.5,2.7,Cancelled,32.38538293638314,6.791773046360157,52,6,Sunny,2,6,Night,2
3905,Fraud,10.0,3,1,1,3,Karol Bagh,95,1042.1030686488116,1.2,4.4,Completed,16.660620242725336,9.768779434322395,22,5,Foggy,2,0,Afternoon,0
3906,Assault,2.0,58,1,1,3,Lajpat Nagar,88,1177.6976963880063,1.5,1.4,Completed,30.79176689123967,5.827949527014665,71,10,Sunny,1,8,Night,4
3907,Assault,,27,1,0,1,Colaba,32,297.34938279136094,2.0,4.8,Completed,25.213980525595943,5.638446716864332,55,31,Sunny,2,1,Night,0
3908,Burglary,8.0,27,1,1,9,Bandra,29,11227.646063493748,2.0,2.2,Completed,18.123796424282915,9.733650374786029,70,46,Foggy,0,9,Afternoon,3
3909,Theft,10.0,9,1,1,3,Colaba,84,545.4455542757842,2.0,1.1,Completed,37.96951876712421,6.301303908658396,67,19,Rainy,4,1,Evening,3
3910,Harassment,,17,0,1,5,Connaught Place,86,606.4500003373964,1.0,2.0,Completed,15.23445601063538,5.389969081577319,61,18,Rainy,0,3,Night,1
3911,Assault,9.0,46,1,1,6,Colaba,118,162.6837990699128,1.0,1.3,Completed,32.06187107904855,2.767838830549443,51,36,Sunny,3,5,Afternoon,3
3912,Assault,9.0,5,1,1,2,Karol Bagh,40,,2.0,3.3,Completed,31.376387112400987,4.137900370188519,62,15,Foggy,1,5,Morning,0
3913,Theft,9.0,26,1,1,3,Karol Bagh,8,185.45914142523503,1.0,2.3,Completed,20.62648630831346,5.839707884486181,24,9,Rainy,0,9,Morning,4
3914,Theft,,21,1,0,7,Connaught Place,25,1374.0466253894424,1.5,4.2,Completed,25.023369936741744,5.860716987820669,31,23,Rainy,3,8,Evening,0
3915,Fraud,7.0,1,1,1,6,Dwarka,95,950.4069440779,1.2,3.9,Completed,14.080010657025609,4.826885438452872,82,31,Rainy,2,8,Evening,3
3916,Harassment,1.0,1,1,1,2,Bandra,69,1485.9086899213703,1.5,2.9,Cancelled,10.893652119550014,7.049616093831416,46,5,Foggy,2,3,Afternoon,3
3917,Theft,9.0,35,1,1,1,Lajpat Nagar,73,406.1956213143778,2.0,3.2,Completed,10.455657745927462,1.9907187131473685,54,45,Cloudy,3,4,Morning,4
3918,Assault,9.0,9,0,0,0,Karol Bagh,112,1035.4208176051743,1.2,3.4,Completed,16.10129051236227,8.741065718333644,93,37,Cloudy,3,2,Afternoon,4
3919,Assault,3.0,23,0,1,0,Bandra,114,1448.423483071478,1.5,2.1,Completed,40.34405738259255,7.505140174981854,47,35,Rainy,3,4,Morning,1
3920,Burglary,5.0,38,1,1,4,Dwarka,14,,1.2,1.6,Completed,28.291305850222773,8.328737267568044,66,33,Rainy,3,6,Morning,4
3921,Theft,8.0,41,1,1,5,Dadar,54,189.66784031063565,1.0,2.5,Completed,14.099058345846316,0.8359859046055604,66,43,Cloudy,3,1,Night,2
3922,Fraud,6.0,4,1,0,8,Saket,89,969.2660362463172,1.2,1.4,Completed,41.69232796543245,7.930645330887114,62,5,Sunny,1,9,Evening,3
3923,Harassment,10.0,52,1,1,9,Juhu,14,580.84379180977,1.2,2.3,Completed,29.91110685951444,7.526688009619103,55,49,Sunny,3,1,Night,1
3924,Fraud,10.0,19,0,1,6,Saket,94,445.9335688796879,2.0,3.2,Completed,10.975993500997694,0.6926998522294738,36,31,Foggy,2,0,Night,0
3925,Assault,9.0,37,0,1,0,Karol Bagh,20,1490.7020935779458,1.0,3.2,Completed,36.695512026445805,4.7829433404666775,94,45,Sunny,2,1,Night,1
3926,Fraud,3.0,5,1,1,1,Colaba,42,1143.4585373498155,1.5,1.5,Completed,,3.3948990331068907,55,11,Rainy,1,4,Night,3
3927,Assault,7.0,28,0,1,6,Saket,71,753.8222178680346,2.0,1.0,Completed,28.650210840432724,2.928686910590133,56,47,Sunny,3,8,Morning,3
3928,Assault,6.0,46,1,1,0,Dwarka,24,122.50492620530086,1.2,1.4,Completed,31.462939946710453,1.991804986996517,37,35,Cloudy,4,4,Afternoon,4
3929,Assault,5.0,42,0,1,1,Andheri,115,327.84273239511936,1.5,1.1,Completed,13.305763802831612,2.906737936031723,50,33,Sunny,2,8,Evening,4
3930,Assault,4.0,55,1,0,5,Lajpat Nagar,73,483.2287166458149,1.2,2.6,Completed,43.17090651692403,7.740169308831992,47,47,Rainy,3,1,Evening,2
3931,Assault,5.0,48,1,0,0,Lajpat Nagar,74,756.4350722711133,1.2,2.6,Completed,18.938736139023625,9.124285662454168,84,42,Rainy,4,5,Evening,2
3932,Burglary,4.0,23,1,1,9,Andheri,29,771.0122702691914,1.5,2.0,Completed,,3.835353438821346,50,49,Cloudy,4,0,Night,3
3933,Fraud,3.0,38,1,1,4,Andheri,93,858.6337667374507,1.2,1.9,Completed,39.944703823654265,3.211218255659247,46,7,Foggy,0,0,Afternoon,3
3934,Burglary,7.0,52,1,0,1,Bandra,58,1417.8665915246129,1.2,2.6,Completed,,3.28510775779992,59,47,Foggy,4,2,Afternoon,2
3935,Burglary,6.0,23,1,1,3,Juhu,16,837.0704101858338,1.5,1.3,Completed,31.964353593615613,5.575948179461909,31,6,Rainy,4,4,Morning,2
3936,Theft,4.0,46,1,0,0,Juhu,69,78.60439212880891,1.5,1.9,Cancelled,44.61070013673195,0.9333795904199668,95,13,Sunny,2,6,Afternoon,4
3937,Theft,9.0,18,1,1,2,Karol Bagh,58,1066.9360315545405,2.0,2.6,Completed,39.81297257581421,5.959033894020754,46,43,Cloudy,4,9,Morning,1
3938,Theft,1.0,29,0,1,7,Colaba,110,153.45969228035358,1.5,1.4,Completed,37.27496392520053,9.24157515554568,80,34,Foggy,4,6,Afternoon,4
3939,Harassment,1.0,28,1,1,5,Lajpat Nagar,71,1095.6971160690846,2.0,4.4,Completed,25.375507041390154,5.178350915920061,44,18,Sunny,2,0,Afternoon,2
3940,Theft,9.0,9,1,1,0,Juhu,25,1067.1640972002756,1.5,3.7,Cancelled,25.79443388122499,4.285573423979696,29,24,Cloudy,0,1,Morning,0
3941,Fraud,7.0,39,1,1,2,Connaught Place,9,,2.0,2.5,Cancelled,26.993896272439493,0.8773187570635259,34,18,Sunny,0,0,Morning,2
3942,Burglary,2.0,50,0,1,4,Dwarka,62,545.9542575616679,2.0,1.6,Completed,34.16510666109734,5.703241762590412,38,26,Rainy,3,0,Afternoon,0
3943,Fraud,10.0,10,0,1,7,Andheri,83,259.2745727565021,1.2,1.8,Completed,15.051802939287652,1.795751376287113,87,31,Foggy,3,3,Morning,4
3944,Theft,5.0,2,1,0,1,Connaught Place,8,183.2104453356613,1.0,1.5,Completed,40.13598087342525,4.885011355664421,34,19,Foggy,4,0,Evening,4
3945,Harassment,4.0,13,1,1,1,Lajpat Nagar,23,154.0028017511324,1.5,1.6,Completed,10.632766546411112,3.434895758625154,34,30,Rainy,4,3,Night,4
3946,Harassment,1.0,38,1,1,7,Juhu,85,1224.9831427822785,1.5,2.7,Completed,15.94975988966317,2.9780113306718405,70,19,Foggy,3,2,Afternoon,3
3947,Burglary,9.0,27,0,0,0,Dadar,59,1091.8947012501994,1.2,2.0,Completed,26.86350233411104,9.596480909856748,32,35,Rainy,3,6,Night,3
3948,Fraud,6.0,55,1,1,1,Dadar,65,1465.0770642539917,1.0,4.5,Completed,18.82409288364024,7.983070300458713,78,15,Rainy,4,8,Evening,4
3949,Assault,6.0,41,0,0,8,Bandra,76,498.3197580228776,1.0,4.8,Cancelled,22.79535944691513,1.6354841038081784,32,18,Rainy,2,9,Night,1
3950,Fraud,4.0,20,1,1,7,Saket,105,1214.4985571325224,1.5,3.8,Cancelled,21.640408217810183,3.5044127924382105,89,8,Sunny,2,5,Morning,3
3951,Theft,2.0,40,1,1,0,Saket,28,184.87043839558945,1.5,4.2,Completed,19.413765643973925,7.181927573932764,76,39,Rainy,2,4,Evening,1
3952,Assault,8.0,10,1,1,6,Saket,72,1360.62584400661,2.0,2.0,Cancelled,23.30967246112596,8.323809001388904,73,36,Rainy,3,4,Afternoon,3
3953,Harassment,8.0,16,0,1,5,Dwarka,92,125.1539477738758,1.0,3.7,Cancelled,27.68509292840266,5.501832574553768,59,40,Rainy,0,7,Evening,2
3954,Burglary,3.0,15,1,1,1,Karol Bagh,23,1192.4310494917422,1.0,1.2,Completed,26.672558046110964,9.052845576290968,50,36,Cloudy,3,1,Morning,4
3955,Burglary,,13,1,1,3,Karol Bagh,28,495.66551101218687,2.0,4.8,Completed,38.41728375901663,3.935011194500185,72,18,Rainy,2,8,Morning,3
3956,Harassment,7.0,50,1,1,4,Andheri,58,312.72985949801216,2.0,3.7,Cancelled,20.78507710270584,1.2232306091490122,32,38,Rainy,1,0,Morning,2
3957,Theft,,38,1,1,9,Karol Bagh,109,1071.5460651889862,1.5,2.3,Completed,19.86686662867282,9.444393238623846,43,7,Rainy,2,3,Evening,1
3958,Harassment,5.0,20,1,1,6,Dwarka,113,1349.0231460701564,1.0,4.1,Completed,27.65570765802473,4.430658410008649,75,41,Foggy,1,8,Night,3
3959,Theft,8.0,24,1,1,3,Dwarka,25,1157.9827571057672,1.2,1.1,Completed,11.677702118964444,0.7192589858047196,65,27,Cloudy,2,4,Night,1
3960,Assault,4.0,41,1,1,7,Juhu,85,5039.949203551338,2.0,2.5,Completed,13.913360271246267,7.33239939023048,21,40,Foggy,2,3,Evening,4
3961,Harassment,1.0,50,0,0,1,Dadar,76,562.6774495976575,1.0,4.6,Completed,38.10807957730283,2.891927658746844,73,26,Sunny,1,7,Evening,3
3962,Theft,1.0,7,0,1,4,Colaba,99,324.491662589022,1.0,2.1,Completed,27.27983116535528,1.364647009317705,99,48,Rainy,2,9,Night,4
3963,Assault,,23,1,1,2,Bandra,23,1244.889309677506,1.0,3.7,Completed,,8.518622438158944,95,5,Foggy,1,5,Evening,0
3964,Harassment,4.0,24,1,1,7,Lajpat Nagar,79,205.2857697772095,1.0,2.4,Completed,25.413402338799848,2.8044361406744103,47,40,Rainy,1,3,Afternoon,4
3965,Burglary,1.0,29,1,1,7,Dwarka,57,,2.0,2.6,Completed,23.93925291535252,5.662030998187988,80,18,Cloudy,3,6,Night,1
3966,Harassment,2.0,5,1,1,7,Connaught Place,114,921.644658179582,1.2,4.0,Cancelled,18.61470686355992,6.316522864285989,87,21,Rainy,0,4,Afternoon,1
3967,Fraud,10.0,43,0,1,5,Andheri,54,903.8396857606456,1.2,4.6,Cancelled,,9.47763023807602,24,19,Foggy,3,8,Morning,4
3968,Harassment,7.0,45,1,0,5,Lajpat Nagar,27,1264.8411287398458,2.0,1.7,Cancelled,16.592439108214222,4.2666238057809815,36,31,Foggy,0,0,Night,3
3969,Fraud,,35,1,1,9,Saket,41,1017.9232145222732,1.0,2.1,Completed,25.717084784392355,5.263365610435868,39,21,Cloudy,0,6,Evening,3
3970,Assault,1.0,1,1,1,8,Dwarka,32,491.14692444550747,2.0,3.0,Completed,24.29848390248155,3.36603941103565,59,6,Cloudy,2,5,Afternoon,1
3971,Harassment,,36,1,1,4,Colaba,91,556.7969270693985,2.0,3.5,Completed,31.2625122612381,4.930967033602398,41,29,Foggy,1,0,Night,1
3972,Assault,9.0,51,1,1,9,Dadar,80,300.92857713072215,1.0,2.9,Completed,42.973647619605664,0.5671557396770197,72,12,Sunny,0,5,Morning,2
3973,Assault,5.0,18,0,1,3,Colaba,84,722.8917007532843,2.0,4.2,Completed,16.491187838994538,8.657628954830122,91,14,Foggy,0,9,Morning,3
3974,Theft,4.0,6,1,1,2,Connaught Place,84,209.7244103307976,2.0,4.1,Completed,24.610432610972996,1.1265426373577758,59,32,Rainy,0,5,Night,2
3975,Assault,4.0,23,1,1,1,Dwarka,82,996.9029356239676,1.0,2.6,Completed,29.677718610542936,2.837828753858261,66,40,Sunny,1,9,Morning,1
3976,Assault,1.0,10,1,1,9,Lajpat Nagar,75,295.3818196153063,1.2,1.2,Completed,,7.331482894210892,93,44,Cloudy,4,8,Morning,1
3977,Harassment,3.0,7,1,1,8,Dwarka,25,1302.7010709668482,2.0,1.8,Completed,33.146922066610706,6.594716911497472,65,39,Foggy,0,9,Evening,2
3978,Harassment,1.0,44,1,1,8,Colaba,25,1065.6707510460096,1.5,2.9,Completed,19.37756327265182,7.641686911332444,77,20,Cloudy,1,6,Afternoon,3
3979,Burglary,5.0,8,1,1,7,Dwarka,45,1342.6913190703203,1.0,4.7,Completed,32.20927775047775,5.2998222727563045,46,21,Sunny,1,0,Evening,3
3980,Theft,5.0,13,1,0,3,Juhu,39,1761.949320009908,1.5,3.3,Completed,17.04095501340108,9.321680543849409,21,5,Foggy,4,3,Evening,1
3981,Assault,9.0,30,1,1,9,Karol Bagh,114,1207.838535028193,2.0,3.1,Cancelled,14.39094410477879,9.477450726820727,71,26,Rainy,3,4,Evening,0
3982,Theft,8.0,18,0,1,3,Juhu,92,1327.166851291097,1.2,3.9,Completed,39.10757500789963,7.700163481349882,48,8,Cloudy,0,2,Evening,0
3983,Fraud,5.0,14,1,1,3,Karol Bagh,5,114.62622291667483,2.0,1.6,Completed,26.580896765440794,3.556183748843339,25,31,Foggy,4,8,Afternoon,1
3984,Assault,5.0,11,1,0,5,Lajpat Nagar,82,1498.660135041706,1.0,1.6,Completed,23.90470641200102,0.8909835287107862,39,42,Foggy,4,7,Morning,0
